prompt,complexity_score,feature_contributions,predicted_route,actual_quality_score,evaluation_result,latency,token_count
"Use mathematical induction to prove that the sum of the first n cubes, 1^3 + 2^3 + ... + n^3, is equal to [n(n+1)/2]^2 for all positive integers.",0.4885844748858447,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.2)"": 2.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(1)"": 2.5, ""math_references(3)"": 3.5999999999999996, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.7198897000198485,232
Derive the Taylor series expansion for f(x) = ln(x) about a = 1 up to the 4th degree term.,0.26940639269406397,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(1)"": 2.5, ""math_references(1)"": 1.2, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,4.420338099997025,373
What is the volume of a sphere of radius R? Show how to compute it using spherical coordinates integration.,0.04566210045662101,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,2.174938000011025,238
Evaluate the complex contour integral of e^z / (z - 2) dz along a circle of radius 3 centered at the origin.,0.5707762557077626,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(1)"": 2.5, ""math_references(4)"": 4.8, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,1.0,PASS,1.9474350999953458,556
"If all dogs have fur, and Max is a dog, does Max have fur?",0.04566210045662101,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,1.0,PASS,2.9029852999956347,480
"If A is true, B is false, and C is true, what is the truth value of (A AND B) OR C?",0.11872146118721462,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(2)"": 1.2, ""tech_depth(0.2)"": 0.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.6811434000119334,152
A is taller than B. B is taller than C. Who is the tallest?,0.0639269406392694,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.2)"": 0.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.770778899997822,150
"If tomorrow is Thursday, what day was yesterday?",0.04566210045662101,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.7426032000075793,135
"If a dresser has 4 drawers and each drawer holds 5 shirts, how many shirts are in the dresser?",0.18264840182648404,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,1.0,PASS,1.4605240999953821,357
"If only birds can fly, and a penguin cannot fly, is a penguin a bird according to this rule?",0.04566210045662101,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.0977358000091044,176
Determine the logical negation of the statement: 'Every employee has a laptop.',0.04566210045662101,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.7737018000043463,147
"If you are in a race and you pass the person in second place, what place are you in?",0.04566210045662101,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.775218800001312,151
"Three boxes contain fruits: Box A is labeled 'Apples', Box B is labeled 'Oranges', and Box C is labeled 'Mixed'. All boxes are labeled incorrectly. You pick one fruit from Box A, which is labeled 'Apples', and it is an Orange. Can you label all boxes correctly? Explain your reasoning.",0.5296803652968036,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(7)"": 7.199999999999999, ""tech_depth(0.2)"": 0.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,2.0649791000032565,272
"If a card has a vowel on one side, it must have an even number on the other side. You have 4 cards showing: 'A', 'B', '4', '7'. Which cards must you turn over to test this rule?",0.09132420091324202,"{""task_count_crossover(0)"": 0.0, ""constraints(1)"": 1.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.8343391999806045,183
"A farmer has a wolf, a goat, and a cabbage. He must cross a river in a boat that can hold only him and one other item. If left alone, the wolf will eat the goat, and the goat will eat the cabbage. How does he cross?",0.09132420091324202,"{""task_count_crossover(0)"": 0.0, ""constraints(1)"": 1.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.5650280999980168,232
"Six people (A, B, C, D, E, F) sit in a circle. A sits opposite D. B sits to the right of A. C sits between A and E. Who sits to the left of D?",0.31050228310502287,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(3)"": 2.4, ""tech_depth(0.2)"": 0.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,0.0,FAIL,8.774157599997125,747
Express the logical expression (P -> Q) AND (NOT Q) in its simplest equivalent form using logical laws.,0.23744292237442924,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(2)"": 1.2, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.1871167999925092,175
"A is the father of B, but B is not the son of A. How is this possible?",0.04566210045662101,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.752175100002205,151
"In a room of 15 people, show why there must be at least two people who share the same birth month.",0.29680365296803657,"{""task_count_crossover(0)"": 0.0, ""constraints(2)"": 2.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(1)"": 2.5, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,2.3471345999860205,243
"If a clock strikes 6 times in 5 seconds, how long will it take to strike 12 times?",0.04566210045662101,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.6961762999999337,149
"Three gods A, B, and C are called, in no particular order, True, False, and Random. True always speaks truly, False always speaks falsely, and Random speaks truly or falsely at random. Your task is to determine their identities by asking three yes-no questions. Design the questioning protocol.",0.22831050228310504,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(4)"": 3.5999999999999996, ""tech_depth(0.2)"": 0.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.1235249000164913,210
"A prisoner is faced with two doors: one leads to freedom, one to execution. Each door is guarded by a guard. One guard always tells the truth, the other always lies. The prisoner can ask only one question to one guard. What question should he ask?",0.04566210045662101,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.8947680999990553,194
"Write a boolean logical resolver in logic pseudocode to determine if the following set of propositional clauses is satisfiable: {P OR Q, NOT P OR R, NOT Q OR NOT R, NOT R}.",0.15525114155251143,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(3)"": 2.4, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,2.8822216000116896,294
"Solve this grid puzzle logical riddle: Albert and Bernard want to know Cheryl's birthday. Cheryl gives them a list of 10 dates. Cheryl tells Albert the month and Bernard the day. Albert says 'I don't know Cheryl's birthday, but I know Bernard doesn't know either.' Bernard says 'At first I didn't know, but now I know.' Albert says 'Now I know too.' Determine Cheryl's birthday from: May 15, May 16, May 19, June 17, June 18, July 14, July 16, August 14, August 15, August 17.",0.6255707762557078,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(8)"": 8.4, ""tech_depth(0.2)"": 0.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(1)"": 1.2, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 1.5, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,0.0,FAIL,7.244549100010772,650
"Analyze the structural validity of this logical syllogism: 'No reptiles have fur. Some lizards are reptiles. Therefore, some lizards do not have fur.' Deduce the formal proof using Venn diagrams or predicate logic.",0.5753424657534246,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(3)"": 2.4, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(2)"": 5.0, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,0.0,FAIL,5.504645900000469,571
"Four students (Alex, Blair, Casey, Drew) took a test. Alex got a higher score than Blair. Casey got a lower score than Drew. Drew got a lower score than Blair. Arrange the students from highest to lowest score and justify your solution.",0.36529680365296807,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 2.5, ""output_size_medium"": 0.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(1)"": 2.5, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.7799875999917276,242
"If a liar always lies, and says 'This statement is a lie', does the statement contain a logical paradox? Provide a detailed semantic analysis.",0.15981735159817353,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 2.5, ""output_size_medium"": 0.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,3.2544015999883413,296
Explain the difference between inductive and deductive reasoning. Write a logical proof showing why inductive reasoning cannot guarantee truth.,0.3744292237442922,"{""task_count_crossover(2)"": 1.5, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(1)"": 2.5, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,4.462577100013732,366
Explain Goedel's First Incompleteness Theorem in terms of formal mathematical logic. How does it relate to the halting problem?,0.35616438356164387,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(4)"": 3.5999999999999996, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,6.941107300008298,510
